industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Healthcare,Center for Diagnostic Imaging,St Louis Park,Minnesota,USA,44.9597376,-93.3702186,12,-5,-5,-5,,,,TRUE,null,null,FALSE,12,24,24,,null,24
Healthcare,WomanCare,Irwin,Pennsylvania,USA,40.3245138,-79.7011549,6,6,-5,-5,,,,null,null,TRUE,null,,24,24,,null,24
Consulting Services,Capco,Flemish Brabant,,Belgium,50.8815434,4.564597,12,-5,-5,-5,,,,null,null,null,null,3,24,24,,null,24
Consulting Services,Social Impact,Washington,DC,USA,38.9071923,-77.0368707,3,-5,3,-5,,,,null,null,null,null,,24,24,,null,24
Healthcare,Aspen Dental,Syracuse,New York,USA,43.0481221,-76.1474244,-5,6,-5,-5,,,,null,null,null,null,3,24,24,,null,24
Healthcare,Bon Secours Health System,Dublin,,Republic of Ireland,53.3498053,-6.2603097,1,-5,1,-5,,,,null,null,null,null,,24,24,,null,24
Healthcare,Cook Medical,Bloomington,Indiana,USA,39.165325,-86.5263857,6,6,-5,-5,,,,null,null,null,null,2,24,24,,null,24
Healthcare,Hartford Hospital,Hartford,Connecticut,USA,41.7637111,-72.6850932,8,-5,-5,-5,,,,null,null,TRUE,null,8,24,24,,null,24
Healthcare,Renown Regional Medical Center,Reno,Nevada,USA,39.5296329,-119.8138027,0,12,-5,-5,,,,null,null,TRUE,null,,24,24,,null,24
Consulting Services,Sapere Consulting Inc,Walla Walla,Washington,USA,46.0645809,-118.3430208,-5,12,-5,12,,,,null,null,null,null,,24,24,,null,24
Consulting Services,The Frontier Project,Richmond,Virginia,USA,37.5407246,-77.4360481,8,4,8,4,,,,null,null,null,null,,24,24,,null,24
Healthcare,PPR Talent Management,Jacksonville,Florida,USA,30.3321838,-81.655651,8,-5,2,2,,,,null,null,null,null,,24,24,,null,24
Consulting Services,The Trium Group,San Francisco,California,USA,37.7749295,-122.4194155,6,-5,-5,-5,,,,null,null,TRUE,null,6,24,24,,null,24
Healthcare,Dentsply International,York,Pennsylvania,USA,39.9625984,-76.727745,6,6,-5,-5,,,,null,null,FALSE,null,,24,24,,null,24
Consulting Services,Chemonics,Washington,DC,USA,38.9071923,-77.0368707,6,6,-5,-5,,,,null,null,null,null,,24,24,,null,24
Healthcare,AccentHealth,Tampa,Florida,USA,27.950575,-82.4571776,13,-5,-5,-5,,,,null,null,null,null,13,24,24,,null,24
Healthcare,Affymetrix,Santa Clara,California,USA,37.3541079,-121.9552356,6,6,-5,-5,,,,null,null,null,null,,24,24,,null,24
Lifestyle,Camp Gladiator,Austin,Texas,USA,30.267153,-97.7430608,-5,12,-5,-5,,,,null,null,TRUE,TRUE,12,24,24,,null,24
Healthcare,"Drayer Physical Therapy Institute, LLC",Hummelstown,Pennsylvania,USA,40.2653681,-76.7083033,5,7,-5,-5,,,,null,null,TRUE,null,,24,24,,null,24
Consulting Services,270 Strategies,Washington,DC,USA,38.9071923,-77.0368707,12,-5,-5,-5,,,,null,null,FALSE,null,12,24,24,,null,24
Healthcare,Medpace Inc.,Cincinnati,Ohio,USA,39.1031182,-84.5120196,0,12,-5,-5,,,,null,null,TRUE,null,,24,24,,null,24
Healthcare,Benco Dental,Pittston,Pennsylvania,USA,41.3259134,-75.7893604,1,-5,-5,-5,,,,null,null,null,null,1,24,24,,null,24
Consulting Services,Global Health Strategies,New York,New York,USA,40.7127753,-74.0059728,8,4,-5,-5,,,,null,null,TRUE,null,,24,24,,null,24
Healthcare,Beaumont Health System,Royal Oak,Michigan,USA,42.4894801,-83.1446485,12,0,-5,-5,,,,null,null,TRUE,TRUE,,24,24,,null,24
Consulting Services,L.E.K. Consulting,London,,United Kingdom,51.5073509,-0.1277583,16,-5,8,-5,,,,null,null,null,null,,24,24,,null,24
Healthcare,Elekta,Stockholm,,Sweden,59.3293235,18.0685808,12,-5,-5,-5,,,,null,null,TRUE,null,12,24,24,,null,24
Healthcare,BayCare,Clearwater,Florida,USA,27.9658533,-82.8001026,-5,12,-5,-5,,,,null,null,null,null,2,24,24,,null,24
Healthcare,"C. R. Bard, Inc.",Murray Hill,New Jersey,USA,40.6951408,-74.4012651,6,6,-5,-5,,,,TRUE,null,null,FALSE,,24,24,,null,24
Nonprofit,American Association of Retired Persons,Washington,DC,USA,38.9071923,-77.0368707,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,25,25,,null,25
Nonprofit,Big Brothers Big Sisters,Tampa,Florida,USA,27.950575,-82.4571776,2,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,2,25,25,,null,25
Industrial,KBR,Houston,Texas,USA,29.7604267,-95.3698028,-5,12,0,-5,,,,TRUE,null,TRUE,TRUE,3 ,25,25,,null,25
Nonprofit,Archdiocese of Newark,Newark,New Jersey,USA,40.735657,-74.1723667,-5,12,-5,-5,,,,TRUE,null,null,TRUE,12,25,25,,null,25
Industrial,Joy Global Inc,Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,6,6,-5,-5,,,,TRUE,null,null,TRUE,,25,25,,null,25
Industrial,Armstrong World Industries,Lancaster,Pennsylvania,USA,40.0378755,-76.3055144,4,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,4,25,25,,null,25
Industrial,Bosch,Stuttgart,,Germany,48.7758459,9.1829321,6,6,0,-5,,,,TRUE,null,null,TRUE,,25,25,,null,25
Industrial,Curtiss-Wright Corporation,Charlotte,North Carolina,USA,35.2270869,-80.8431267,0,12,-5,-5,,,,TRUE,null,null,TRUE,,25,25,,null,25
Nonprofit,CARE International,Washington,DC,USA,38.9071923,-77.0368707,-5,12,-5,-5,,,,TRUE,null,null,FALSE,12,25,25,,null,25
Nonprofit,"Museum Of Science, Boston",Boston,Massachusetts,USA,42.3600825,-71.0588801,-5,12,-5,-5,,,,FALSE,null,null,FALSE,3,25,25,,null,25
Industrial,T.Y. Lin International Group,San Francisco,California,USA,37.7749295,-122.4194155,-5,-5,4,5,,,,null,null,TRUE,null,,25,25,,null,25
Nonprofit,Institute for Sustainable Communities,Montpelier,Vermont,USA,44.2600593,-72.5753869,2,12,12,12,,,,null,null,null,null,,25,25,,null,25
Industrial,Ewingcole,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,-5,12,-5,-5,,,,null,null,TRUE,null,12,25,25,,null,25
Industrial,The Freudenberg Group,Weinheim,,Germany,49.544964,8.6602704,6,12,0,-5,,,,null,null,null,TRUE,,25,25,,null,25
Industrial,Burns & McDonnell,Kansas City,Missouri,USA,39.0997265,-94.5785667,4,8,-5,-5,,,,null,null,null,null,,25,25,,null,25
Industrial,Finning International Inc.,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,-5,-5,12,-5,,,,null,null,TRUE,null,12,25,25,,null,25
Industrial,Quest,Singapore,,Singapore,1.352083,103.819836,6,-5,-5,-5,,,,null,null,null,null,3,25,25,,null,25
Industrial,AGCO Corporation,Duluth,Georgia,USA,34.0028786,-84.1446376,6,6,0,-5,,,,null,FALSE,null,null,,25,25,,null,25
Nonprofit,American International Health Alliance,Washington,DC,USA,38.9071923,-77.0368707,-5,-5,1,-5,,,,null,null,TRUE,null,1,25,25,,null,25
Industrial,Clark Construction Group,Bethesda,Maryland,USA,38.984652,-77.0947092,-5,12,-5,-5,,,,null,null,FALSE,null,3,25,25,,null,25
Industrial,Nobia,,,Sweden,60.128161,18.643501,6,-5,-5,-5,,,,null,null,TRUE,null,6,25,25,,null,25
Industrial,Parsons Corporation,Pasadena,California,USA,34.1477849,-118.1445155,0,12,-5,-5,,,,null,null,null,null,,25,25,,null,25
Nonprofit,International Rescue Committee,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,,,,null,null,null,null,,25,25,,null,25
Nonprofit,Charles Stark Draper Laboratory,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,8,-5,6,-5,,,,null,null,null,null,3,25,25,,null,25
Industrial,"Tetra Tech, Inc.",Pasadena,California,USA,34.1477849,-118.1445155,0,4,-5,-5,,,,null,null,null,null,2,25,25,,null,25
Nonprofit,ideas42,New York,New York,USA,40.7127753,-74.0059728,12,-5,12,-5,,,,null,null,null,null,,25,25,,null,25
Nonprofit,St. Lawrence NYSARC,St Lawrence County,New York,USA,44.4473142,-74.930206,12,-5,-5,-5,,,,null,null,TRUE,null,12,25,25,,null,25
Nonprofit,Girl Scouts Nation's Capital,Washington,DC,USA,38.9071923,-77.0368707,2,16,2,12,,,,null,null,null,null,,25,25,,null,25
Nonprofit,Natural Resources Defense Council,New York,New York,USA,40.7127753,-74.0059728,10,-5,-5,-5,,,,null,null,TRUE,null,10,25,25,,null,25
Industrial,Travis Perkins PLC,Northampton,,United Kingdom,52.240477,-0.902656,-5,-5,2,-5,,,,null,null,TRUE,null,2,25,25,,null,25
Industrial,Keurig,Reading,Massachusetts,USA,42.5256563,-71.0952891,6,6,-5,-5,,,,TRUE,null,null,FALSE,,25,25,,null,25
Nonprofit,Acumen,New York,New York,USA,40.7127753,-74.0059728,12,-5,2,-5,,,,null,null,null,null,,25,25,,null,25
Government,ICE Futures US,Atlanta,Georgia,USA,33.7489954,-84.3879824,6,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,6,26,26,,null,26
Business Services,Deluxe Corporation,Shoreview,Minnesota,USA,45.0791325,-93.1471667,-5,12,-5,-5,,,,TRUE,null,null,TRUE,3,26,26,,null,26
Government,State of Washington,Olympia,Washington,USA,47.0378741,-122.9006951,0,12,-5,-5,,,,TRUE,null,null,FALSE,,26,26,,null,26
Government,Arizona Department of Transportation,Phoenix,Arizona,USA,33.4483771,-112.0740373,-5,12,-5,-5,,,,TRUE,null,null,FALSE,2,26,26,,null,26
Business Services,Alpine Access,Denver,Colorado,USA,39.7392358,-104.990251,0,6,-5,-5,,,,TRUE,null,null,FALSE,,26,26,,null,26
Business Services,"Aerotek, Inc.",Hanover,Maryland,USA,39.1955042,-76.7228227,2,-5,-5,-5,,,,null,null,null,null,2,26,26,,null,26
Government,San Francisco Department of Technology,San Francisco,California,USA,37.7749295,-122.4194155,12,-5,-5,-5,,,,null,null,TRUE,null,12,26,26,,null,26
Government,"City of Cambridge, Massachusetts",Cambridge,Massachusetts,USA,42.3736158,-71.1097335,8,-5,-5,-5,,,,null,null,TRUE,null,8,26,26,,null,26
Business Services,Synergis,Quakertown,Pennsylvania,USA,40.4417682,-75.3415667,12,-5,-5,-5,,,,null,null,TRUE,TRUE,3,26,26,,null,26
Government,Arkansas Department of Health,Little Rock,Arkansas,USA,34.7464809,-92.2895948,0,12,-5,-5,,,,null,null,FALSE,null,,26,26,,null,26
Government,PAE,Arlington,Virginia,USA,38.8816208,-77.0909809,6,-5,6,-5,,,,null,null,null,null,,26,26,,null,26
Government,State of California,Sacramento,California,USA,38.5815719,-121.4943996,-5,-5,6,-5,,,,null,null,TRUE,null,6,26,26,,null,26
Business Services,Compass Group PLC,Chertsey,,United Kingdom,51.386491,-0.509456,6,-5,-5,-5,,,,null,null,TRUE,null,6,26,26,,null,26
Business Services,Association Management Center,Chicago,Illinois,USA,41.8781136,-87.6297982,1,-5,-5,-5,,,,null,null,null,null,1,26,26,,null,26
Business Services,LSG Sky Chefs,Neu-Isenburg,,Germany,50.0522076,8.6952638,12,-5,-5,-5,,,,null,null,TRUE,null,12,26,26,,null,26
Government,"City of Ferndale, Michigan",Ferndale,Michigan,USA,42.4605917,-83.1346478,12,-5,-5,-5,,,,null,null,TRUE,null,12,26,26,,null,26
Business Services,Mitie,Bristol,,United Kingdom,51.454513,-2.58791,21,-5,-5,-5,,,,null,null,TRUE,null,21,26,26,,null,26
Government,California Air Resources Board,Sacramento,California,USA,38.5815719,-121.4943996,6,6,-5,-5,,,,null,null,FALSE,null,,26,26,,null,26
Business Services,Core-Mark,South San Francisco,California,USA,37.654656,-122.4077498,14,-5,-5,-5,,,,null,null,TRUE,null,14,26,26,,null,26
Retail,Vineyard Vines,Stamford,Connecticut,USA,41.0534302,-73.5387341,6,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,6,27,27,,null,27
Retail,Cole Haan,Greenland,New Hampshire,USA,43.0361995,-70.8328322,-5,12,-5,-5,,,,TRUE,null,null,TRUE,12,27,27,,null,27
Retail,Alice + Olivia,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,,,,TRUE,TRUE,TRUE,TRUE,8,27,27,,null,27
Retail,AO.com,Bolton,,United Kingdom,53.5768647,-2.4282192,26,-5,-5,-5,,,,TRUE,TRUE,TRUE,TRUE,26,27,27,,null,27
Retail,America's Best Contacts & Eyeglasses,Duluth,Georgia,USA,34.0028786,-84.1446376,0,12,-5,-5,,,,TRUE,null,null,FALSE,,27,27,,null,27
Retail,TravelCenters of America LLC,Westlake,Ohio,USA,41.4553232,-81.9179173,0,8,0,-5,,,,TRUE,null,null,FALSE,,27,27,,null,27
Retail,"Carter's, Inc.",Atlanta,Georgia,USA,33.7489954,-84.3879824,4,6,-5,-5,,,,TRUE,null,null,FALSE,,27,27,,null,27
Retail,Net-A-Porter,London,,United Kingdom,51.5073509,-0.1277583,6,-5,-5,-5,,,,TRUE,null,null,FALSE,6,27,27,,null,27
Retail,Keen,Portland,Oregon,USA,45.5230622,-122.6764815,4,-5,-5,-5,,,,TRUE,TRUE,TRUE,TRUE,4,27,27,,null,27
Retail,Marshalls,Framingham,Massachusetts,USA,42.279286,-71.4161565,6,-5,-5,-5,,,,null,null,null,null,2,27,27,,null,27
Retail,Tourneau,New York,New York,USA,40.7127753,-74.0059728,-5,12,-5,-5,,,,null,null,TRUE,null,12,27,27,,null,27
Transportation,British Airways,Harmondsworth,,United Kingdom,51.487453,-0.475554,6,-5,-5,-5,,,,null,null,FALSE,null,6,27,27,,null,27
Retail,Neiman Marcus,Dallas,Texas,USA,32.7766642,-96.7969879,6,9,-5,-5,,,,null,null,null,null,2 ,27,27,,null,27
Retail,The Container Store,Coppell,Texas,USA,32.9545687,-97.0150078,8,4,2,-5,,,,null,FALSE,null,null,,27,27,,null,27
Transportation,Virgin America,Burlingame,California,USA,37.5778696,-122.34809,-5,12,-5,-5,,,,null,null,null,null,2,27,27,,null,27
Retail,Room & Board,Minneapolis,Minnesota,USA,44.977753,-93.2650108,10,-5,2,-5,,,,null,null,null,null,,27,27,,null,27
Retail,The Bon-Ton Stores,York,Pennsylvania,USA,39.9625984,-76.727745,6,-5,-5,-5,,,,null,null,null,null,2,27,27,,null,27
Retail,Pick 'n Save,Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,6,-5,-5,-5,,,,null,null,TRUE,null,6,27,27,,null,27
Retail,Kering,Paris,France,USA,48.8676523,2.3199844,14,-5,1,-5,,,,null,null,null,null,,27,27,,null,27
Retail,Converse,Boston,Massachusetts,USA,42.3600825,-71.0588801,-5,1,-5,-5,,,,null,null,TRUE,null,2,27,27,,null,27
Retail,WinCo Foods,Boise,Idaho,USA,43.6187102,-116.2146068,-5,-5,12,-5,,,,null,null,TRUE,null,12,27,27,,null,27
Retail,Food Lion,Salisbury,North Carolina,USA,35.6709727,-80.4742261,-5,12,-5,-5,,,,null,null,null,null,,27,27,,null,27
Retail,Jo-Ann Stores,Hudson,Ohio,USA,41.240056,-81.440667,-5,12,-5,-5,,,,null,null,null,null,2,27,27,,null,27
Retail,Love's,Oklahoma City,Oklahoma,USA,35.4675602,-97.5164276,6,-5,-5,-5,,,,null,null,TRUE,null,6,27,27,,null,27
Retail,Gilt Groupe,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,,,,null,null,null,null,,27,27,,null,27
Retail,Stauffers of Kissel Hill,Lititz,Pennsylvania,USA,40.1573169,-76.3069014,8,4,0,0,,,,null,null,null,null,,27,27,,null,27
Retail,Hautelook,Los Angeles,California,USA,34.0522342,-118.2436849,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,27,27,,null,27
Retail,Giant Foods,Landover,Maryland,USA,38.9340002,-76.8966397,-5,6,-5,-5,,,,null,null,TRUE,null,6,27,27,,null,27
Natural Resources,Barrick Gold Corporation,Toronto,Ontario,Canada,43.653226,-79.3831843,-5,12,-5,-5,,,,TRUE,null,null,TRUE,2,28,28,,null,28
Natural Resources,Valero Energy Corporation,San Antonio,California,USA,38.18389,-122.59028,11,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,3,28,28,,null,28
Natural Resources,AkzoNobel Global,Amsterdam,,Netherlands,52.3702157,4.8951679,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,28,28,,null,28
Natural Resources,JBS,Greeley,Colorado,USA,40.4233142,-104.7091322,-5,12,-5,-5,,,,TRUE,null,null,TRUE,12,28,28,,null,28
Natural Resources,Denbury Resources,Plano,Texas,USA,33.0198431,-96.6988856,0,12,0,12,,,,null,null,null,null,,28,28,,null,28
Natural Resources,"EOG Resources, Inc.",Houston,Texas,USA,29.7604267,-95.3698028,-5,20,-5,-5,,,,null,null,null,null,3,28,28,,null,28
Natural Resources,Archer Daniels Midland,Chicago,Illinois,USA,41.8781136,-87.6297982,8,-5,-5,-5,,,,null,null,null,null,2,28,28,,null,28
Consumer Goods,Printpack,Atlanta,Georgia,USA,33.7489954,-84.3879824,12,-5,-5,-5,,,,null,null,TRUE,TRUE,12,28,28,,null,28
Natural Resources,Marathon Oil Corporation,Houston,Texas,USA,29.7604267,-95.3698028,8,4,-5,-5,,,,null,null,null,null,,28,28,,null,28
Natural Resources,United States Steel Corporation,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,6,-5,-5,-5,,,,null,null,null,null,1,28,28,,null,28
Natural Resources,Cameron International Corporation,Houston,Texas,USA,29.7604267,-95.3698028,6,6,-5,-5,,,,null,null,null,null,,28,28,,null,28
Natural Resources,"American Electric Power Company, Inc.",Columbus,Ohio,USA,39.9611755,-82.9987942,4,-5,-5,-5,,,,null,null,null,null,2,28,28,,null,28
Public Relations,Cohn & Wolfe,New York,New York,USA,40.7127753,-74.0059728,8,8,-5,-5,,,,null,null,TRUE,null,,29,29,,null,29
Legal Services,Pillsbury Winthrop Shaw Pittman LLP,New York,New York,USA,40.7127753,-74.0059728,18,-5,12,-5,,,,TRUE,null,TRUE,TRUE,,32,32,,null,32
Legal Services,Bracewell & Guiliani LLP,Houston,Texas,USA,29.7604267,-95.3698028,18,-5,-5,-5,,,,TRUE,null,null,TRUE,18,32,32,,null,32
Legal Services,Butzel Long,Detroit,Michigan,USA,42.331427,-83.0457538,12,-5,-5,-5,,,,FALSE,null,TRUE,TRUE,12,32,32,,null,32
Legal Services,Cahill Gordon & Reindel LLP,New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Pepper Hamilton,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,18,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Snell & Wilmer,Phoenix,Arizona,USA,33.4483771,-112.0740373,12,-5,-5,-5,,,,null,null,null,null,52,32,32,,null,32
Legal Services,Gibbons PC,Newark,New Jersey,USA,40.735657,-74.1723667,12,-5,-5,-5,,,,null,null,null,TRUE,3,32,32,,null,32
Legal Services,Alston & Bird LLP,Atlanta,Georgia,USA,33.7489954,-84.3879824,12,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Barnes & Thornburg,Indianapolis,Indiana,USA,39.768403,-86.158068,12,-5,-5,-5,,,,null,null,FALSE,null,12,32,32,,null,32
Legal Services,Sedgwick LLP,San Francisco,California,USA,37.7749295,-122.4194155,16,-5,3,-5,,,,null,null,null,null,,32,32,,null,32
Legal Services,Beveridge & Diamond,Washington,DC,USA,38.9071923,-77.0368707,6,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Foley Hoag,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Duane Morris LLP,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,13,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Brown Rudnick LLP,Boston,Massachusetts,USA,42.3600825,-71.0588801,18,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,K&L Gates LLP,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,12,6,6,0,,,,null,null,null,FALSE,,32,32,,null,32
Legal Services,"Cadwalader, Wickersham & Taft LLP",New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,,,,null,null,null,null,52,32,32,,null,32
Legal Services,"Curtis, Mallet-Prevost, Colt & Mosle LLP",New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,null,null,TRUE,null,4,32,32,,null,32
Legal Services,Fennemore Craig,Phoenix,Arizona,USA,33.4483771,-112.0740373,12,-5,-5,-5,,,,null,null,null,null,12,32,32,,null,32
Legal Services,Katten Muchin Rosenman LLP,Chicago,Illinois,USA,41.8781136,-87.6297982,7,-5,0,-5,,,,null,null,null,null,,32,32,,null,32
Legal Services,Squire Patton Boggs,Cleveland,Ohio,USA,41.49932,-81.6943605,18,-5,-5,-5,,,,null,null,FALSE,null,6,32,32,,null,32
Legal Services,Chadbourne & Parke LLP,New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,,,,null,null,null,null,4,32,32,,null,32
Legal Services,Ballard Spahr LLP,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,12,-5,-5,-5,,,,null,null,null,null,12,32,32,,null,32
Legal Services,Williams & Connelly LLP,Washington,DC,USA,38.9071923,-77.0368707,18,-5,-5,-5,,,,null,null,null,null,52,32,32,,null,32
Legal Services,Cozen O'Connor,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,9,6,-5,-5,,,,null,null,FALSE,null,,32,32,,null,32
Legal Services,Lowenstein Sandler LLP,Roseland,New Jersey,USA,40.8206555,-74.2937594,16,8,8,4,,,,null,null,TRUE,null,,32,32,,null,32
Legal Services,Gunderson Dettmer,Redwood City,California,USA,37.4852152,-122.2363548,18,-5,-5,-5,,,,null,null,FALSE,null,18,32,32,,null,32
Legal Services,McDermott Will & Emery,Chicago,Illinois,USA,41.8781136,-87.6297982,18,-5,-5,-5,,,,null,null,null,null,5,32,32,,null,32
Legal Services,Fish & Richardson,Boston,Massachusetts,USA,42.3600825,-71.0588801,16,-5,-5,-5,,,,null,null,null,null,52,32,32,,null,32
Legal Services,"Fitzpatrick, Cella, Harper & Scinto",New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,,,,null,null,FALSE,null,4,32,32,,null,32
Legal Services,Seward & Kissel LLP,New York,New York,USA,40.7127753,-74.0059728,3,-5,1,-5,,,,null,null,null,null,4,32,32,,null,32
Automotive,Cadillac,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,,,,TRUE,null,TRUE,TRUE,,33,33,,null,33
Hospitality,Carlson Wagonlit Travel,Paris,,France,48.856614,2.3522219,1,-5,-5,-5,,,,TRUE,null,TRUE,TRUE,1,33,33,,null,33
Automotive,Sytner Group Ltd,Leicester,,United Kingdom,52.6368778,-1.1397592,-5,-5,2,-5,,,,null,null,TRUE,null,2,33,33,,null,33
Automotive,Fiat Chrysler Automobiles,London,,United Kingdom,51.5073509,-0.1277583,14,-5,-5,-5,,,,null,null,TRUE,null,14,33,33,,null,33
Automotive,Hyundai Motors,Seoul,South Korea,USA,37.5731453,126.9778493,-5,12,-5,-5,,,,null,null,null,null,12,33,33,,null,33
Hospitality,Norwegian Cruise Line,Miami,Florida,USA,25.7616798,-80.1917902,0,12,-5,-5,,,,null,null,null,null,,33,33,,null,33
Legal Services,"Sheppard, Mullin, Richter & Hampton LLP",Los Angeles,California,USA,34.0522342,-118.2436849,15,-5,-5,-5,,,,FALSE,null,null,FALSE,15,34,34,,null,34
Legal Services,Goodwin Procter LLP,Boston,Massachusetts,USA,42.3600825,-71.0588801,18,8,4,-5,,,,null,null,null,null,,34,34,,null,34
Legal Services,Morrison & Foerster LLP,San Francisco,California,USA,37.7749295,-122.4194155,26,-5,-5,-5,,,,null,null,TRUE,null,26,34,34,,null,34
Legal Services,Dorsey & Whitney LLP,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,,,,null,null,null,null,,34,34,,null,34
Legal Services,Husch Blackwell LLP,Kansas City,Missori,USA,39.0997265,-94.5785667,12,-5,-5,-5,,,,null,null,null,null,12,34,34,,null,34
Legal Services,Dechert LLP,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,18,8,-5,-5,,,,null,null,FALSE,null,,34,34,,null,34
Legal Services,Dykema Gossett PLLC,Detroit,Michigan,USA,42.331427,-83.0457538,12,-5,-5,-5,,,,null,null,null,null,52,34,34,,null,34
